UserGestureID,UserID,GestureID,GestureData,CreationDate,UpdationDate
105,9623917503,4,"512 240 976,637 259 3097,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0,66 -10 0","2023-02-26 14:59:01","2023-02-26 14:59:01"
106,9623917503,4,"603 287 2125,509 202 1006,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0,65 -31 0","2023-02-26 14:59:12","2023-02-26 14:59:12"
107,9623917503,4,"642 261 2465,491 235 756,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0,41 -24 0","2023-02-26 14:59:23","2023-02-26 14:59:23"
108,9623917503,4,"671 272 2858,523 213 1138,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0,43 -28 0","2023-02-26 14:59:34","2023-02-26 14:59:34"
109,9623917503,4,"591 355 2019,561 187 1713,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0,78 -17 0","2023-02-26 14:59:46","2023-02-26 14:59:46"
110,9623917503,4,"570 246 1675,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0,-5 -30 0","2023-02-26 15:00:01","2023-02-26 15:00:01"
111,9623917503,4,"682 253 2590,464 237 975,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0,28 -30 0","2023-02-26 15:00:13","2023-02-26 15:00:13"
112,9623917503,4,"568 236 1723,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0,25 -20 0","2023-02-26 15:00:28","2023-02-26 15:00:28"
113,9623917503,4,"560 242 1673,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0,51 -6 0","2023-02-26 15:00:44","2023-02-26 15:00:44"
114,9623917503,4,"560 245 1603,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0,35 -15 0","2023-02-26 15:01:00","2023-02-26 15:01:00"
115,9623917503,4,"563 241 1503,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0,72 8 0","2023-02-26 15:01:16","2023-02-26 15:01:16"
116,9623917503,4,"109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0,109 -30 0","2023-02-26 15:04:12","2023-02-26 15:04:12"
117,9623917503,4,"480 398 103,483 388 169,483 370 200,481 348 234,480 327 279,480 315 336,482 304 398,484 287 437,486 264 478,487 245 520,488 224 554,489 206 594,489 196 637,491 184 689,492 174 817,494 167 856,502 191 1053,513 225 1093,522 248 1165,530 259 1243,538 271 1374,555 253 1575,594 210 1622,616 188 1663,630 175 1709,641 164 1746,650 162 1884,658 199 2003,658 231 2036,659 257 2078,659 275 2127,659 304 2180,660 345 2213,663 373 2241,670 397 2296,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0,85 -5 0","2023-02-26 15:04:22","2023-02-26 15:04:22"
118,9623917503,4,"456 391 160,456 350 262,456 311 325,460 278 378,465 245 430,467 218 476,468 196 544,471 173 700,468 156 711,468 148 767,495 203 1024,512 232 1111,533 262 1187,542 274 1301,582 242 1492,636 193 1557,654 180 1734,661 162 1821,663 250 2053,668 298 2105,676 338 2167,686 375 2226,692 401 2338,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0,49 -30 0","2023-02-26 15:04:31","2023-02-26 15:04:31"
119,9623917503,4,"493 359 155,495 323 287,493 289 398,485 249 473,473 200 550,469 160 617,473 132 790,494 156 1087,506 179 1177,520 204 1255,535 220 1395,590 163 1626,638 206 2094,619 135 1801,654 309 2154,672 408 2255,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0,101 -25 0","2023-02-26 15:04:39","2023-02-26 15:04:39"
120,9623917503,4,"498 377 123,499 280 238,501 226 376,505 167 551,505 192 499,537 239 891,558 265 1067,610 219 1308,642 189 1529,654 248 2109,656 302 2224,656 345 2316,656 388 2461,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0,54 -31 0","2023-02-26 15:04:47","2023-02-26 15:04:47"
121,9623917503,5,"467 394 257,464 318 410,469 260 533,478 203 658,491 171 985,485 141 1023,531 206 1417,578 279 1550,621 347 1662,679 412 1914,686 341 2196,681 276 2297,674 209 2407,672 167 2634,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0,97 -31 0","2023-02-26 15:05:13","2023-02-26 15:05:13"
122,9623917503,5,"503 387 233,494 303 373,478 235 501,485 189 811,477 152 867,546 249 1316,611 314 1468,664 372 1715,663 253 2085,658 162 2289,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0,76 -28 0","2023-02-26 15:05:22","2023-02-26 15:05:22"
123,9623917503,5,"493 397 207,484 314 401,484 239 583,497 177 937,564 259 1415,618 319 1772,650 376 1896,644 249 2458,652 170 2661,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0,15 -44 0","2023-02-26 15:05:33","2023-02-26 15:05:33"
124,9623917503,5,"482 377 312,482 301 531,505 221 933,507 169 1136,583 280 1667,659 258 2358,640 366 1950,663 169 2571,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0,31 -41 0","2023-02-26 15:05:44","2023-02-26 15:05:44"
125,9623917503,5,"505 386 250,489 295 457,491 181 873,509 243 967,611 313 1686,644 384 1739,656 185 2231,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0,175 -11 0","2023-02-26 15:06:05","2023-02-26 15:06:05"
126,9623917503,5,"507 381 166,513 259 648,491 171 659,618 310 1520,642 391 1529,659 181 2102,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0,141 -27 0","2023-02-26 15:06:15","2023-02-26 15:06:15"
127,9623917503,5,"476 379 303,509 243 882,582 305 1388,666 278 2371,652 391 1800,668 165 2650,493 172 813,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0,34 -17 0","2023-02-26 15:06:26","2023-02-26 15:06:26"
128,9623917503,5,"490 377 349,494 179 920,526 253 1059,632 310 2146,651 393 2088,662 176 2979,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0,12 -24 0","2023-02-26 15:06:39","2023-02-26 15:06:39"
129,9623917503,5,"480 335 262,498 182 665,637 396 1506,602 304 1405,670 190 2150,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0,27 -58 0","2023-02-26 15:06:54","2023-02-26 15:06:54"
130,9623917503,5,"465 361 370,478 184 891,623 296 1912,666 408 1952,678 163 2859,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0,21 -43 0","2023-02-26 15:07:06","2023-02-26 15:07:06"
131,9623917503,5,"485 381 406,493 192 1052,618 305 2023,656 395 2091,668 183 2916,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0,99 -53 0","2023-02-26 15:07:17","2023-02-26 15:07:17"
132,9623917503,5,"457 346 246,491 178 807,636 308 1866,677 411 1967,692 167 2830,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0,1 -64 0","2023-02-26 15:07:28","2023-02-26 15:07:28"
